"","business_id","full_address","open","categories","city","review_count","name","neighborhoods","longitude","latitude","state","stars","Delivery","Take-out","Waiter Service"
"11","pCobXgTy6DIfBaT4pjlq0w","2570 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Sandwiches, Restaurants","Las Vegas",32,"Einstein Bros","Westside",-115.2080092,36.1430045,"NV",3,FALSE,TRUE,FALSE
"12","qbXEkNp310Mc0CIs0YJdSg","4255 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",FALSE,"Chinese, Food, Specialty Food, Juice Bars & Smoothies, Sandwiches, Fruits & Veggies, Restaurants","Las Vegas",5,"Sesame House","Chinatown",-115.197655,36.1263667,"NV",4,NA,NA,NA
"13","V8id7mkt3nJYOD_HthEn1w","3886 W Sahara Ave
Westside
Las Vegas, NV 89102",FALSE,"Chinese, Restaurants","Las Vegas",7,"China Joe's","Westside",-115.1908392,36.1445245,"NV",3.5,TRUE,TRUE,FALSE
"14","JgpKLikZPbbXYPtILy3-wg","3111 S Valley View Blvd
Westside
Las Vegas, NV 89102",TRUE,"Latin American, Mexican, Restaurants","Las Vegas",40,"Las Pupusas Restaurant","Westside",-115.192405700684,36.1319122314453,"NV",4,FALSE,TRUE,TRUE
"15","9-O8qKGQQCYXdBlj4iv7bw","2400 W. Sahara Ave.
Las Vegas, NV 89102",TRUE,"Restaurants, Italian","Las Vegas",72,"Romano's Macaroni Grill","",-115.1747246,36.1444845,"NV",3,FALSE,TRUE,TRUE
"16","PsOvURXqpy8iZX2J8y429A","2610 W. Sahara Ave.
Las Vegas, NV 89102",TRUE,"Seafood, Restaurants","Las Vegas",130,"Landry's Seafood","",-115.175625,36.144997,"NV",3,FALSE,TRUE,TRUE
"17","Yq8LiVymGA7vBpGCQuDfRw","4745 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",TRUE,"Vietnamese, Restaurants","Las Vegas",589,"Pho So 1","Chinatown",-115.2062973,36.1262669,"NV",3.5,FALSE,TRUE,TRUE
"18","nzQJqTrcazg23EjdaHgqDg","4355 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",FALSE,"Vietnamese, Restaurants","Las Vegas",7,"Pho Nhu  Y","Chinatown",-115.197904,36.125908,"NV",2.5,FALSE,TRUE,TRUE
"19","UKKz4HdQC0aH9j5lLi4u8Q","3920 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",TRUE,"Korean, Barbeque, Restaurants","Las Vegas",346,"Tofu Hut","Chinatown",-115.193426683545,36.1264888197184,"NV",3.5,FALSE,FALSE,TRUE
"20","A2aVN_Yw3xDz4x7gGtmYog","2401 S Valley View Blvd
Westside
Las Vegas, NV 89102",TRUE,"Mexican, Restaurants","Las Vegas",8,"Tacos El Burrito Loco","Westside",-115.1905468,36.1463479,"NV",3.5,FALSE,TRUE,FALSE
"21","euGwFsKJAkkO7kdgOkT9qg","2101 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Restaurants","Las Vegas",3,"Dotty's #7","Westside",-115.2098129,36.1486584,"NV",3.5,FALSE,FALSE,FALSE
"22","IALHPP1RDtpXV9KnUM0EQQ","4604 W Sahara Ave
Suite #10
Westside
Las Vegas, NV 89102",TRUE,"Bars, Pubs, Nightlife, American (New), Sports Bars, Restaurants","Las Vegas",12,"PT's","Westside",-115.1892,36.1472,"NV",3.5,FALSE,FALSE,FALSE
"23","LM71VvmoAWDD5z8h7XoVig","4604 W Sahara Ave
Ste 6
Westside
Las Vegas, NV 89102",FALSE,"Vegetarian, Indian, Vegan, Restaurants","Las Vegas",148,"Samosa Factory","Westside",-115.20472,36.145118,"NV",4,FALSE,TRUE,TRUE
"24","k5h1lqeM70OM3JJdrYH5IQ","1611 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"Steakhouses, Restaurants","Las Vegas",3,"Lone Star Steakhouse & Saloon","Westside",-115.207382,36.153466,"NV",1.5,NA,TRUE,NA
"25","pNqHRWlrbh71zbPZNd7_2g","4840 Spring Mountain Rd
Ste 1
Chinatown
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",10,"Rice To-Go","Chinatown",-115.206888,36.126543,"NV",3,TRUE,TRUE,FALSE
"26","idvjjh3yCDu7Hupzl89iQw","4001 W Sahara Ave
Westside
Las Vegas, NV 89102",FALSE,"Fast Food, Restaurants","Las Vegas",3,"Wienerschnitzel","Westside",-115.194408,36.14402,"NV",1,NA,NA,NA
"27","vLMFwcFfA2JyFVMDrcFo1g","2721 W Sahara Ave
Westside
Las Vegas, NV 89102",FALSE,"Korean, Barbeque, Restaurants","Las Vegas",45,"Shilla Korean BBQ","Westside",-115.178936,36.1438599,"NV",3,FALSE,TRUE,TRUE
"28","Gv3ivlNN44OJbb1KxVAPRQ","2439 S Valley View Blvd
Westside
Las Vegas, NV 89102",FALSE,"Hawaiian, Restaurants","Las Vegas",17,"Hawaiian Hale","Westside",-115.1907265,36.1457714,"NV",4,NA,TRUE,TRUE
"29","4jxe81SmrVLp_XDUIpXYMg","4420 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Fast Food, Restaurants","Las Vegas",5,"Kfc","Westside",-115.200935,36.1447963,"NV",1.5,FALSE,TRUE,NA
"30","UVZ5auVZrbvgJ0VbWW_P8Q","3001 W. Sahara Ave.
Westside
Las Vegas, NV 89102",TRUE,"Pizza, Restaurants","Las Vegas",14,"Pizza Hut","Westside",-115.184268951416,36.1439743670324,"NV",2.5,TRUE,TRUE,NA
"31","SvS58LlrEMHjSwJmpJNKGA","2204 W Charleston Blvd
Downtown
Las Vegas, NV 89102",TRUE,"Delis, Sandwiches, Restaurants","Las Vegas",47,"Jimmy John's","Downtown",-115.1721079,36.1590906,"NV",4,TRUE,TRUE,FALSE
"32","RfR5yc4j9coIPBuxRsOW8Q","2605 S Decatur Blvd
Ste 109
Westside
Las Vegas, NV 89102",TRUE,"Nightlife, Bars, Karaoke, Hawaiian, Restaurants","Las Vegas",257,"Aloha Kitchen & Bar","Westside",-115.2084303,36.1423109,"NV",3.5,FALSE,TRUE,FALSE
"33","yY5y9PjyPWd-8Pl1XkkBVA","1875 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"Burgers, Cheesesteaks, American (Traditional), Restaurants","Las Vegas",34,"The Triple Play","Westside",-115.208770751953,36.1510276794434,"NV",4.5,FALSE,TRUE,TRUE
"34","Vkm6ZWlPhIioFk6xiypSjg","4255 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",FALSE,"Chinese, Restaurants","Las Vegas",8,"Chinatown Express Restaurant","Chinatown",-115.197076499462,36.1263305693865,"NV",3.5,NA,TRUE,TRUE
"35","4qHd6e7kAL9dszYrQUkjLg","2575 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"American (Traditional), Restaurants","Las Vegas",6,"Red Robin","Westside",-115.208505,36.143114,"NV",3,FALSE,TRUE,TRUE
"36","7sw8yneJ0H2CUf-4sBKP0w","4880 Spring Mountain Road
Chinatown
Las Vegas, NV 89102",TRUE,"Fast Food, Chicken Wings, Restaurants","Las Vegas",20,"Church's Chicken","Chinatown",-115.2076648,36.1264833,"NV",3.5,FALSE,TRUE,FALSE
"37","-NXDZfqwfZ9OWba180HqFw","3820 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Mexican, Restaurants","Las Vegas",59,"Tacos Mexico","Westside",-115.191245,36.144737,"NV",3.5,FALSE,TRUE,FALSE
"38","oMgp0SW0fwyxT-bj4SEL_g","4251 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Buffets, Filipino, Restaurants","Las Vegas",5,"Epoy's Filipino Fast Food","Westside",-115.198702,36.144051,"NV",3,NA,TRUE,NA
"39","cZxez9tUb9hqV3KXq5YPAQ","2218 Paradise Rd
The Strip
Las Vegas, NV 89104",TRUE,"Pakistani, Indian, Restaurants","Las Vegas",78,"India Oven","The Strip",-115.1551759,36.1446996,"NV",3.5,FALSE,TRUE,TRUE
"40","ocZ8pz-8iSz5avdPKnoalA","2202 W Charleston Blvd
Ste 11
Downtown
Las Vegas, NV 89102",TRUE,"Sushi Bars, Buffets, Japanese, Restaurants","Las Vegas",35,"Nozomi Japanese Restaurant","Downtown",-115.171989798546,36.1597281538162,"NV",3.5,FALSE,TRUE,TRUE
"41","fUdr6QMsrBGOYpxS6Dcjdg","2800 W Sahara Ave
Ste 2A
Westside
Las Vegas, NV 89102",TRUE,"Food, Sandwiches, Coffee & Tea, Breakfast & Brunch, Restaurants","Las Vegas",138,"Coffee Pub","Westside",-115.179144,36.145534,"NV",4,TRUE,TRUE,TRUE
"42","GLWix4aqJoD4HyvKqLdP8A","Palace Station Hotel & Casino
2421 W Sahara Ave
Las Vegas, NV 89102",FALSE,"Seafood, Steakhouses, Restaurants","Las Vegas",28,"The Broiler","",-115.1744492,36.1441893,"NV",3.5,FALSE,TRUE,TRUE
"43","4UVhuOLaMm2-34SrW8y-ag","4355 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",TRUE,"Japanese, Restaurants","Las Vegas",1126,"Ichiza","Chinatown",-115.197906494141,36.1259078979492,"NV",4,FALSE,TRUE,TRUE
"44","PTbikfcSHR1dTze0EJQMlA","3620 W Sahara Ave
Ste W4
Westside
Las Vegas, NV 89102",TRUE,"Pizza, Restaurants","Las Vegas",24,"Gianna's Pizza","Westside",-115.190277,36.145733,"NV",4,TRUE,TRUE,TRUE
"45","t0PNqBiITGf_AY6uNsaD5g","3200 W Sirius Ave
Westside
Las Vegas, NV 89102",TRUE,"Bars, American (Traditional), Music Venues, Arts & Entertainment, Dive Bars, Nightlife, Restaurants","Las Vegas",16,"Boomer's Bar","Westside",-115.1835685,36.1339943,"NV",3.5,FALSE,FALSE,FALSE
"46","1ldDbggHHgPlj3k0SpBTKQ","4215 Spring Mountain Rd
Ste B101
Chinatown
Las Vegas, NV 89102",TRUE,"Barbeque, Chinese, Restaurants","Las Vegas",310,"Sam Woo BBQ Restaurant","Chinatown",-115.1969938,36.1263784,"NV",2,FALSE,TRUE,TRUE
"47","MR3-Ll-hoUGZMA-B1MTgGQ","1725 W Charleston Blvd
Downtown
Las Vegas, NV 89102",TRUE,"Burgers, Fast Food, Restaurants","Las Vegas",6,"Wendy's","Downtown",-115.165013,36.158457,"NV",2,FALSE,TRUE,FALSE
"48","0EZ3j0POS4FC5zYjUDU4Cg","4790 S Ft. Apache Rd
Spring Valley
Las Vegas, NV 89147",FALSE,"Japanese, Restaurants","Las Vegas",4,"Sushi House Manda","Spring Valley",-115.2965319,36.102015,"NV",5,NA,NA,NA
"49","v8TQwyxEj4or2Yng6y0S7A","4355 Spring Mountain Road
Chinatown
Las Vegas, NV 89102",TRUE,"Korean, Barbeque, Restaurants","Las Vegas",142,"Korean Garden BBQ House","Chinatown",-115.197904,36.125908,"NV",3,FALSE,FALSE,TRUE
"50","YZuHOgbKiP3dN4_ROOUyDQ","308 W Sahara Ave
The Strip
Las Vegas, NV 89102",TRUE,"Steakhouses, Restaurants","Las Vegas",304,"Golden Steer","The Strip",-115.1611434,36.1440928,"NV",3.5,FALSE,FALSE,TRUE
"51","sewf0n2bOKcKTvy2Xo1H8g","1522 W Charleston Blvd
Downtown
Las Vegas, NV 89102",TRUE,"Burgers, Fast Food, Restaurants","Las Vegas",13,"Carl's Jr","Downtown",-115.1619706,36.1592159,"NV",3,FALSE,TRUE,FALSE
"52","eoDEx1GGQA0CBDhy2ql_Kw","2160 W Charleston Blvd
Downtown
Las Vegas, NV 89102",TRUE,"Breakfast & Brunch, American (Traditional), Restaurants","Las Vegas",445,"Omelet House","Downtown",-115.1711308,36.1590433,"NV",4,FALSE,TRUE,TRUE
"53","SkxqO4FgEJebz7kCzjvYYQ","318 W Sahara Ave
The Strip
Las Vegas, NV 89102",TRUE,"Kosher, Pizza, Restaurants","Las Vegas",14,"Adar Kosher Pizza Restaurant","The Strip",-115.1610842,36.1438391,"NV",2,TRUE,TRUE,TRUE
"54","Yin_BwfzTOdC8VY9ZD4K6w","322 W. Sahara
The Strip
Las Vegas, NV 89102",TRUE,"Sandwiches, Restaurants","Las Vegas",236,"Capriotti's Sandwich Shop","The Strip",-115.1614606,36.1441292,"NV",4.5,TRUE,TRUE,FALSE
"55","JBMfMZS_Oac8_ktOULqTAg","3441 W Sahara Ave Ste B2
Westside
Las Vegas, NV 89102",FALSE,"Delis, Italian, Restaurants","Las Vegas",4,"Montesano's Italian Deli","Westside",-115.1875972,36.1443115,"NV",5,TRUE,TRUE,TRUE
"56","mjgs24NO7oZvwafPKN5dDw","4590 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Fast Food, Chinese, Restaurants","Las Vegas",10,"Panda Express","Westside",-115.2041571,36.1447295,"NV",3.5,FALSE,TRUE,FALSE
"57","QkVSaXjg5475VD3sZixCZQ","2575 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Persian/Iranian, Middle Eastern, Restaurants","Las Vegas",52,"Habib's Persian Cuisine","Westside",-115.208505,36.143114,"NV",3.5,FALSE,TRUE,TRUE
"58","pj0vl4DIlDCChe80Df40Yw","2003 S Decatur Blvd
Ste B
Westside
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",125,"Food Express Chinese Restaurant","Westside",-115.2076644,36.1497263,"NV",4,FALSE,TRUE,TRUE
"59","MI0OfnmlfkUh2xPhT1lQSg","4595 W Charleston Blvd
Westside
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",27,"China Star","Westside",-115.2026403,36.1590061,"NV",2.5,FALSE,TRUE,NA
"60","FkXmvdpccuMFfNI6zgmXEA","2401 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Fast Food, Mexican, Restaurants","Las Vegas",24,"El Pollo Loco","Westside",-115.2076154,36.1450429,"NV",3,FALSE,TRUE,FALSE
"61","FM1Jlw53TB-lxqlXIdxrQg","4604 W Sahara Ave
Westside
Las Vegas, NV 89102",FALSE,"Burgers, Restaurants","Las Vegas",3,"Best Burger","Westside",-115.2026919,36.1445909,"NV",3.5,TRUE,TRUE,FALSE
"62","Bs7FcmlfHfCq2lf-FUKLCw","4604 W Sahara Ave
Ste 7
Westside
Las Vegas, NV 89102",TRUE,"Fast Food, Mexican, Restaurants","Las Vegas",22,"Don Tortaco's","Westside",-115.2026919,36.1445909,"NV",4,FALSE,TRUE,FALSE
"63","FZ_ne5hPqmeEesVZphq_3Q","2520 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"American (Traditional), Tex-Mex, Restaurants","Las Vegas",5,"Chili's Grill & Bar","Westside",-115.206941,36.143476,"NV",4,TRUE,NA,TRUE
"64","xxOQ7h6s3InV8o8DOVHlMA","3909 W Sahara Ave
Ste 1
Westside
Las Vegas, NV 89102",TRUE,"Korean, Asian Fusion, Hawaiian, Restaurants","Las Vegas",467,"Island Style","Westside",-115.1938661,36.1440209,"NV",4.5,FALSE,TRUE,TRUE
"65","UsZ9ZvDh8Fo5mZeKs4w9mg","2101 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"Mexican, Restaurants","Las Vegas",18,"Chapala's Mexican Restaurant","Westside",-115.2098129,36.1486584,"NV",3,NA,TRUE,TRUE
"66","ChnL7kA9lbcMVmmCvnecZQ","4590 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",TRUE,"Latin American, Mexican, Restaurants","Las Vegas",10,"El Steak Burrito","Chinatown",-115.203735,36.1263007,"NV",4,FALSE,TRUE,TRUE
"67","V3S6RpKgYc5XCLjgI9JeeQ","3909 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",34,"Diamond China Restaurant","Westside",-115.193618,36.144017,"NV",3.5,FALSE,TRUE,TRUE
"68","dR-Zz3l3ws-P08dI6F8Zew","3839 W Sahara Ave
Ste 9
Westside
Las Vegas, NV 89102",FALSE,"Thai, Restaurants","Las Vegas",11,"Royal Thai Restaurant","Westside",-115.193147,36.144013,"NV",4.5,TRUE,TRUE,TRUE
"69","9JZzT2BMalNseFn11x5EIQ","3111 S Valley View Blvd
Westside
Las Vegas, NV 89102",TRUE,"Restaurants, Pizza, Italian","Las Vegas",44,"Cafe Verdi","Westside",-115.1916549,36.132369,"NV",2.5,TRUE,TRUE,TRUE
"70","pPJyi5kggzTibTxSPuRd0g","4205 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Sushi Bars, Japanese, Restaurants","Las Vegas",190,"Osaka Japanese Bistro","Westside",-115.1972121,36.1443404,"NV",4,FALSE,TRUE,TRUE
"71","SWTc_3L9Y4SKyNs_OhqeIg","2530 S Decatur Blvd
Westside
Las Vegas, NV 89102",FALSE,"Sandwiches, Restaurants","Las Vegas",18,"Jimmy John's Gourmet Sandwiches","Westside",-115.2080383,36.1439467,"NV",4,TRUE,TRUE,FALSE
"72","CHhYILNXTM3DIhmnpXlB3Q","2625 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",24,"Chopstix Express","Westside",-115.208553,36.142482,"NV",2.5,TRUE,TRUE,FALSE
"73","a_qTdBz81-tgsd3UGmaT5Q","4127 W Charleston Blvd
Westside
Las Vegas, NV 89102",TRUE,"Bars, American (New), Nightlife, Lounges, Restaurants","Las Vegas",22,"Skinny Dugans","Westside",-115.196836155822,36.1588614521949,"NV",4,FALSE,TRUE,TRUE
"74","SfrHdU4NCkYWvERnWaOUqQ","1280 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Breakfast & Brunch, Diners, Restaurants","Las Vegas",195,"Blueberry Hill Family Restaurant","Westside",-115.2072046,36.1564508,"NV",3.5,FALSE,TRUE,TRUE
"75","PSSb7S4t8j4W3RtjY-9fiQ","2301 S Decatur Blvd
Westside
Las Vegas, NV 89102",TRUE,"Fast Food, Restaurants","Las Vegas",10,"Jack in the Box","Westside",-115.2076281,36.1458129,"NV",2.5,FALSE,TRUE,FALSE
"76","ZR87Qw2sB-ljFWClGk6X0A","4717 W Charleston Blvd
Westside
Las Vegas, NV 89102",FALSE,"Fast Food, Restaurants","Las Vegas",3,"Taco Bell","Westside",-115.205348,36.158728,"NV",2.5,NA,NA,NA
"77","J7azgDB3RQOVFHfyVEk5HA","4457 W Charleston Blvd
Westside
Las Vegas, NV 89102",FALSE,"Mexican, Restaurants","Las Vegas",23,"Macayo Vegas","Westside",-115.2003983,36.1589913,"NV",3.5,FALSE,TRUE,TRUE
"78","kAlR7X4jiDPZdISJAAKkmg","4760 W Sahara Ave
Westside
Las Vegas, NV 89102",FALSE,"Mexican, Restaurants","Las Vegas",11,"Baja Fresh Las Vegas","Westside",-115.2046243,36.1446162,"NV",3.5,FALSE,TRUE,FALSE
"79","Xo7K1LugLnT4pGc5TtwHRA","4570 W Sahara Ave
Westside
Las Vegas, NV 89102",TRUE,"Bars, Wine Bars, Burgers, Nightlife, American (New), Restaurants","Las Vegas",62,"TGI Friday's","Westside",-115.2026045,36.144807,"NV",3,FALSE,TRUE,TRUE
"80","Tigw_9LXyHL63Eu3XAXwRw","4215 Spring Mountain Rd
Ste B203
Chinatown
Las Vegas, NV 89102",TRUE,"Chinese, Restaurants","Las Vegas",96,"Emperor's Garden","Chinatown",-115.1969938,36.1263784,"NV",2,FALSE,TRUE,TRUE
"81","zFcd_gelAUEwAvJOgiZpvg","4601 Spring Mountain Rd
Chinatown
Las Vegas, NV 89102",TRUE,"Seafood, Chinese, Restaurants","Las Vegas",309,"Joyful House Chinese Cuisine","Chinatown",-115.2034239,36.1258338,"NV",3.5,FALSE,TRUE,TRUE
"82","bqYrEwL5xjqv0u8XAij--Q","4355 Spring Mountain Rd
Ste 106
Chinatown
Las Vegas, NV 89102",TRUE,"Food, Coffee & Tea, Taiwanese, Restaurants","Las Vegas",487,"Tea Station","Chinatown",-115.1976,36.125964,"NV",3,FALSE,TRUE,TRUE
"83","0ACVidzreTcv88AHqWXqNA","4915 E Charleston Blvd
Sunrise
Las Vegas, NV 89104",TRUE,"Fast Food, Sandwiches, Restaurants","Las Vegas",3,"Subway","Sunrise",-115.067454,36.158728,"NV",2.5,NA,NA,NA
"84","YqeK6ARj8ojseNCIYdg5WQ","953 E Sahara Ave
Ste E28
Eastside
Las Vegas, NV 89104",FALSE,"Korean, Restaurants","Las Vegas",3,"Seoul Korean Bar B Q Restaurant","Eastside",-115.1404237,36.1428997,"NV",1.5,NA,NA,NA
"85","HxV4JCF-h0Novbbz5doapA","1700 Las Vegas Blvd
Las Vegas, NV 89104",FALSE,"Cafes, Restaurants","Las Vegas",25,"White Cross Drugs","",-115.15304,36.150704,"NV",4,TRUE,TRUE,TRUE
"86","ZndQfdbLU8pnD7b6_Z05KA","1723 E Charleston Blvd
Downtown
Las Vegas, NV 89104",FALSE,"Breakfast & Brunch, Restaurants","Las Vegas",11,"Blueberry Hill Family Restaurant","Downtown",-115.127554,36.159189,"NV",3,FALSE,TRUE,TRUE
"87","0jkZZRywo3wlmZcuCFbSEg","1741 E Charleston Blvd
Downtown
Las Vegas, NV 89104",TRUE,"Mexican, Restaurants","Las Vegas",24,"Macayo Vegas","Downtown",-115.1272238,36.158865,"NV",3.5,FALSE,TRUE,TRUE
"88","RlUxQZja-n9J0oPi24g8DQ","The Stratosphere
2000 Las Vegas Blvd S
Sunrise
Las Vegas, NV 89104",TRUE,"Diners, Restaurants","Las Vegas",22,"Lucky's Cafe","Sunrise",-115.0762536,36.149751,"NV",3.5,FALSE,NA,TRUE
"89","uy9IblmbJogF1TEUc6JHzw","2000 Las Vegas Blvd S
The Strip
Las Vegas, NV 89104",TRUE,"Buffets, Restaurants","Las Vegas",81,"Buffet At the Stratosphere","The Strip",-115.155365,36.147371,"NV",2.5,FALSE,FALSE,TRUE
"90","83C1eqPfmQHTy_8MC4Ug6w","Stratosphere Casino, Hotel & Tower
2000 Las Vegas Blvd S
The Strip
Las Vegas, NV 89104",TRUE,"Diners, Restaurants","Las Vegas",159,"Roxy's Diner","The Strip",-115.155205875635,36.1477095178536,"NV",3,FALSE,TRUE,TRUE
"91","4Bjn6QdaJIvsmcspcucOkA","1591 S Main St
Downtown
Las Vegas, NV 89104",TRUE,"Fast Food, Restaurants","Las Vegas",8,"Jack In the Box","Downtown",-115.153815,36.1523679,"NV",3.5,FALSE,TRUE,FALSE
"92","1rjOg5oc2Mic0ssqj2ex7A","2536 Fremont St
Downtown
Las Vegas, NV 89104",TRUE,"Mexican, Restaurants","Las Vegas",11,"El Ausente","Downtown",-115.115242,36.157276,"NV",4.5,FALSE,TRUE,TRUE
"93","dH3rJa4JSxmlyAwg8kPLOQ","1826 Las Vegas Blvd S
The Strip
Las Vegas, NV 89104",TRUE,"American (New), Diners, Restaurants","Las Vegas",28,"Denny's","The Strip",-115.1538735,36.1493938,"NV",3,FALSE,TRUE,TRUE
"94","q0aoi6vsi9TBU5-k3FfOOw","1507 Las Vegas Blvd S
Downtown
Las Vegas, NV 89104",TRUE,"Pizza, Restaurants","Las Vegas",85,"Boston Pizza","Downtown",-115.1509664,36.1530812,"NV",3.5,TRUE,TRUE,FALSE
"95","cJTgJTzEWg5ErWnvaHsUBA","Howard Johnson Hotel/ Parquin & Restaurant
1401 Las Vegas Blvd S
Downtown
Las Vegas, NV 89104",TRUE,"Nightlife, Cuban, Bars, Restaurants","Las Vegas",158,"Florida Cafe Cuban Bar & Grill","Downtown",-115.149618,36.155323,"NV",3.5,FALSE,TRUE,TRUE
"96","H5f7zLtinbyFLIKFGs5p9g","1840 E. Charleston Blvd.
Downtown
Las Vegas, NV 89104",TRUE,"Pizza, Restaurants","Las Vegas",3,"Pizza Hut","Downtown",-115.124292,36.1588428,"NV",3.5,TRUE,TRUE,NA
"97","DqzyOJTJXu0Iwi8og5DJDA","1201 Las Vegas Blvd S
Downtown
Las Vegas, NV 89104",TRUE,"Thai, Chinese, Restaurants","Las Vegas",119,"Ocha Cuisine","Downtown",-115.148335,36.156773,"NV",4,TRUE,TRUE,TRUE
"98","NEXdqFaG_i5n5tuPs6y12g","2050 E Charleston Blvd
Downtown
Las Vegas, NV 89104",TRUE,"Burgers, Fast Food, Restaurants","Las Vegas",4,"McDonald's","Downtown",-115.119375,36.1584618,"NV",1,FALSE,TRUE,FALSE
"99","9oFB8IPpsRkhlE8WrDMV-Q","2000 E Charleston Blvd
Downtown
Las Vegas, NV 89104",TRUE,"Mexican, Restaurants","Las Vegas",4,"Chinatown Cuisine","Downtown",-115.1212644,36.1588445,"NV",4.5,NA,TRUE,TRUE
"100","CR9F3ZctIiJqawDaa1w3IA","1000 E Charleston Blvd
Downtown
Las Vegas, NV 89104",TRUE,"Mexican, Restaurants","Las Vegas",22,"Esmeralda's Cafe","Downtown",-115.140667,36.158279,"NV",3.5,FALSE,TRUE,TRUE
