"","business_id","name","addl1","addl2","city","state","zip","neighborhoods","open","review_count","stars","Delivery","Take-out","Waiter Service","longitude","latitude"
"31","SvS58LlrEMHjSwJmpJNKGA","Jimmy John's","2204 W Charleston Blvd","Downtown","Las Vegas","NV","89102","Downtown",TRUE,47,4,"TRUE","TRUE","FALSE",-115.1721079,36.1590906
"32","RfR5yc4j9coIPBuxRsOW8Q","Aloha Kitchen & Bar","2605 S Decatur Blvd","Ste 109","Las Vegas","NV","89102","Westside",TRUE,257,3.5,"FALSE","TRUE","FALSE",-115.2084303,36.1423109
"33","yY5y9PjyPWd-8Pl1XkkBVA","The Triple Play","1875 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,34,4.5,"FALSE","TRUE","TRUE",-115.208770751953,36.1510276794434
"34","Vkm6ZWlPhIioFk6xiypSjg","Chinatown Express Restaurant","4255 Spring Mountain Rd","Chinatown","Las Vegas","NV","89102","Chinatown",FALSE,8,3.5,"Unknown","TRUE","TRUE",-115.197076499462,36.1263305693865
"35","4qHd6e7kAL9dszYrQUkjLg","Red Robin","2575 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,6,3,"FALSE","TRUE","TRUE",-115.208505,36.143114
"36","7sw8yneJ0H2CUf-4sBKP0w","Church's Chicken","4880 Spring Mountain Road","Chinatown","Las Vegas","NV","89102","Chinatown",TRUE,20,3.5,"FALSE","TRUE","FALSE",-115.2076648,36.1264833
"37","-NXDZfqwfZ9OWba180HqFw","Tacos Mexico","3820 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,59,3.5,"FALSE","TRUE","FALSE",-115.191245,36.144737
"38","oMgp0SW0fwyxT-bj4SEL_g","Epoy's Filipino Fast Food","4251 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,5,3,"Unknown","TRUE","Unknown",-115.198702,36.144051
"39","cZxez9tUb9hqV3KXq5YPAQ","India Oven","2218 Paradise Rd","The Strip","Las Vegas","NV","89104","The Strip",TRUE,78,3.5,"FALSE","TRUE","TRUE",-115.1551759,36.1446996
"40","ocZ8pz-8iSz5avdPKnoalA","Nozomi Japanese Restaurant","2202 W Charleston Blvd","Ste 11","Las Vegas","NV","89102","Downtown",TRUE,35,3.5,"FALSE","TRUE","TRUE",-115.171989798546,36.1597281538162
"41","fUdr6QMsrBGOYpxS6Dcjdg","Coffee Pub","2800 W Sahara Ave","Ste 2A","Las Vegas","NV","89102","Westside",TRUE,138,4,"TRUE","TRUE","TRUE",-115.179144,36.145534
"42","GLWix4aqJoD4HyvKqLdP8A","The Broiler","Palace Station Hotel & Casino","2421 W Sahara Ave","Las Vegas","NV","89102","Unknown",FALSE,28,3.5,"FALSE","TRUE","TRUE",-115.1744492,36.1441893
"43","4UVhuOLaMm2-34SrW8y-ag","Ichiza","4355 Spring Mountain Rd","Chinatown","Las Vegas","NV","89102","Chinatown",TRUE,1126,4,"FALSE","TRUE","TRUE",-115.197906494141,36.1259078979492
"44","PTbikfcSHR1dTze0EJQMlA","Gianna's Pizza","3620 W Sahara Ave","Ste W4","Las Vegas","NV","89102","Westside",TRUE,24,4,"TRUE","TRUE","TRUE",-115.190277,36.145733
"45","t0PNqBiITGf_AY6uNsaD5g","Boomer's Bar","3200 W Sirius Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,16,3.5,"FALSE","FALSE","FALSE",-115.1835685,36.1339943
"46","1ldDbggHHgPlj3k0SpBTKQ","Sam Woo BBQ Restaurant","4215 Spring Mountain Rd","Ste B101","Las Vegas","NV","89102","Chinatown",TRUE,310,2,"FALSE","TRUE","TRUE",-115.1969938,36.1263784
"47","MR3-Ll-hoUGZMA-B1MTgGQ","Wendy's","1725 W Charleston Blvd","Downtown","Las Vegas","NV","89102","Downtown",TRUE,6,2,"FALSE","TRUE","FALSE",-115.165013,36.158457
"48","0EZ3j0POS4FC5zYjUDU4Cg","Sushi House Manda","4790 S Ft. Apache Rd","Spring Valley","Las Vegas","NV","89147","Spring Valley",FALSE,4,5,"Unknown","Unknown","Unknown",-115.2965319,36.102015
"49","v8TQwyxEj4or2Yng6y0S7A","Korean Garden BBQ House","4355 Spring Mountain Road","Chinatown","Las Vegas","NV","89102","Chinatown",TRUE,142,3,"FALSE","FALSE","TRUE",-115.197904,36.125908
"50","YZuHOgbKiP3dN4_ROOUyDQ","Golden Steer","308 W Sahara Ave","The Strip","Las Vegas","NV","89102","The Strip",TRUE,304,3.5,"FALSE","FALSE","TRUE",-115.1611434,36.1440928
"51","sewf0n2bOKcKTvy2Xo1H8g","Carl's Jr","1522 W Charleston Blvd","Downtown","Las Vegas","NV","89102","Downtown",TRUE,13,3,"FALSE","TRUE","FALSE",-115.1619706,36.1592159
"52","eoDEx1GGQA0CBDhy2ql_Kw","Omelet House","2160 W Charleston Blvd","Downtown","Las Vegas","NV","89102","Downtown",TRUE,445,4,"FALSE","TRUE","TRUE",-115.1711308,36.1590433
"53","SkxqO4FgEJebz7kCzjvYYQ","Adar Kosher Pizza Restaurant","318 W Sahara Ave","The Strip","Las Vegas","NV","89102","The Strip",TRUE,14,2,"TRUE","TRUE","TRUE",-115.1610842,36.1438391
"54","Yin_BwfzTOdC8VY9ZD4K6w","Capriotti's Sandwich Shop","322 W. Sahara","The Strip","Las Vegas","NV","89102","The Strip",TRUE,236,4.5,"TRUE","TRUE","FALSE",-115.1614606,36.1441292
"55","JBMfMZS_Oac8_ktOULqTAg","Montesano's Italian Deli","3441 W Sahara Ave Ste B2","Westside","Las Vegas","NV","89102","Westside",FALSE,4,5,"TRUE","TRUE","TRUE",-115.1875972,36.1443115
"56","mjgs24NO7oZvwafPKN5dDw","Panda Express","4590 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,10,3.5,"FALSE","TRUE","FALSE",-115.2041571,36.1447295
"57","QkVSaXjg5475VD3sZixCZQ","Habib's Persian Cuisine","2575 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,52,3.5,"FALSE","TRUE","TRUE",-115.208505,36.143114
"58","pj0vl4DIlDCChe80Df40Yw","Food Express Chinese Restaurant","2003 S Decatur Blvd","Ste B","Las Vegas","NV","89102","Westside",TRUE,125,4,"FALSE","TRUE","TRUE",-115.2076644,36.1497263
"59","MI0OfnmlfkUh2xPhT1lQSg","China Star","4595 W Charleston Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,27,2.5,"FALSE","TRUE","Unknown",-115.2026403,36.1590061
"60","FkXmvdpccuMFfNI6zgmXEA","El Pollo Loco","2401 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,24,3,"FALSE","TRUE","FALSE",-115.2076154,36.1450429
"61","FM1Jlw53TB-lxqlXIdxrQg","Best Burger","4604 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",FALSE,3,3.5,"TRUE","TRUE","FALSE",-115.2026919,36.1445909
"62","Bs7FcmlfHfCq2lf-FUKLCw","Don Tortaco's","4604 W Sahara Ave","Ste 7","Las Vegas","NV","89102","Westside",TRUE,22,4,"FALSE","TRUE","FALSE",-115.2026919,36.1445909
"63","FZ_ne5hPqmeEesVZphq_3Q","Chili's Grill & Bar","2520 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,5,4,"TRUE","Unknown","TRUE",-115.206941,36.143476
"64","xxOQ7h6s3InV8o8DOVHlMA","Island Style","3909 W Sahara Ave","Ste 1","Las Vegas","NV","89102","Westside",TRUE,467,4.5,"FALSE","TRUE","TRUE",-115.1938661,36.1440209
"65","UsZ9ZvDh8Fo5mZeKs4w9mg","Chapala's Mexican Restaurant","2101 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,18,3,"Unknown","TRUE","TRUE",-115.2098129,36.1486584
"66","ChnL7kA9lbcMVmmCvnecZQ","El Steak Burrito","4590 Spring Mountain Rd","Chinatown","Las Vegas","NV","89102","Chinatown",TRUE,10,4,"FALSE","TRUE","TRUE",-115.203735,36.1263007
"67","V3S6RpKgYc5XCLjgI9JeeQ","Diamond China Restaurant","3909 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,34,3.5,"FALSE","TRUE","TRUE",-115.193618,36.144017
"68","dR-Zz3l3ws-P08dI6F8Zew","Royal Thai Restaurant","3839 W Sahara Ave","Ste 9","Las Vegas","NV","89102","Westside",FALSE,11,4.5,"TRUE","TRUE","TRUE",-115.193147,36.144013
"69","9JZzT2BMalNseFn11x5EIQ","Cafe Verdi","3111 S Valley View Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,44,2.5,"TRUE","TRUE","TRUE",-115.1916549,36.132369
"70","pPJyi5kggzTibTxSPuRd0g","Osaka Japanese Bistro","4205 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,190,4,"FALSE","TRUE","TRUE",-115.1972121,36.1443404
"71","SWTc_3L9Y4SKyNs_OhqeIg","Jimmy John's Gourmet Sandwiches","2530 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,18,4,"TRUE","TRUE","FALSE",-115.2080383,36.1439467
"72","CHhYILNXTM3DIhmnpXlB3Q","Chopstix Express","2625 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,24,2.5,"TRUE","TRUE","FALSE",-115.208553,36.142482
"73","a_qTdBz81-tgsd3UGmaT5Q","Skinny Dugans","4127 W Charleston Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,22,4,"FALSE","TRUE","TRUE",-115.196836155822,36.1588614521949
"74","SfrHdU4NCkYWvERnWaOUqQ","Blueberry Hill Family Restaurant","1280 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,195,3.5,"FALSE","TRUE","TRUE",-115.2072046,36.1564508
"75","PSSb7S4t8j4W3RtjY-9fiQ","Jack in the Box","2301 S Decatur Blvd","Westside","Las Vegas","NV","89102","Westside",TRUE,10,2.5,"FALSE","TRUE","FALSE",-115.2076281,36.1458129
"76","ZR87Qw2sB-ljFWClGk6X0A","Taco Bell","4717 W Charleston Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,3,2.5,"Unknown","Unknown","Unknown",-115.205348,36.158728
"77","J7azgDB3RQOVFHfyVEk5HA","Macayo Vegas","4457 W Charleston Blvd","Westside","Las Vegas","NV","89102","Westside",FALSE,23,3.5,"FALSE","TRUE","TRUE",-115.2003983,36.1589913
"78","kAlR7X4jiDPZdISJAAKkmg","Baja Fresh Las Vegas","4760 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",FALSE,11,3.5,"FALSE","TRUE","FALSE",-115.2046243,36.1446162
"79","Xo7K1LugLnT4pGc5TtwHRA","TGI Friday's","4570 W Sahara Ave","Westside","Las Vegas","NV","89102","Westside",TRUE,62,3,"FALSE","TRUE","TRUE",-115.2026045,36.144807
"80","Tigw_9LXyHL63Eu3XAXwRw","Emperor's Garden","4215 Spring Mountain Rd","Ste B203","Las Vegas","NV","89102","Chinatown",TRUE,96,2,"FALSE","TRUE","TRUE",-115.1969938,36.1263784
"81","zFcd_gelAUEwAvJOgiZpvg","Joyful House Chinese Cuisine","4601 Spring Mountain Rd","Chinatown","Las Vegas","NV","89102","Chinatown",TRUE,309,3.5,"FALSE","TRUE","TRUE",-115.2034239,36.1258338
"82","bqYrEwL5xjqv0u8XAij--Q","Tea Station","4355 Spring Mountain Rd","Ste 106","Las Vegas","NV","89102","Chinatown",TRUE,487,3,"FALSE","TRUE","TRUE",-115.1976,36.125964
"83","0ACVidzreTcv88AHqWXqNA","Subway","4915 E Charleston Blvd","Sunrise","Las Vegas","NV","89104","Sunrise",TRUE,3,2.5,"Unknown","Unknown","Unknown",-115.067454,36.158728
"84","YqeK6ARj8ojseNCIYdg5WQ","Seoul Korean Bar B Q Restaurant","953 E Sahara Ave","Ste E28","Las Vegas","NV","89104","Eastside",FALSE,3,1.5,"Unknown","Unknown","Unknown",-115.1404237,36.1428997
"85","HxV4JCF-h0Novbbz5doapA","White Cross Drugs","1700 Las Vegas Blvd"," ","Las Vegas","NV","89104","Unknown",FALSE,25,4,"TRUE","TRUE","TRUE",-115.15304,36.150704
"86","ZndQfdbLU8pnD7b6_Z05KA","Blueberry Hill Family Restaurant","1723 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",FALSE,11,3,"FALSE","TRUE","TRUE",-115.127554,36.159189
"87","0jkZZRywo3wlmZcuCFbSEg","Macayo Vegas","1741 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,24,3.5,"FALSE","TRUE","TRUE",-115.1272238,36.158865
"88","RlUxQZja-n9J0oPi24g8DQ","Lucky's Cafe","The Stratosphere","2000 Las Vegas Blvd S","Las Vegas","NV","89104","Sunrise",TRUE,22,3.5,"FALSE","Unknown","TRUE",-115.0762536,36.149751
"89","uy9IblmbJogF1TEUc6JHzw","Buffet At the Stratosphere","2000 Las Vegas Blvd S","The Strip","Las Vegas","NV","89104","The Strip",TRUE,81,2.5,"FALSE","FALSE","TRUE",-115.155365,36.147371
"90","83C1eqPfmQHTy_8MC4Ug6w","Roxy's Diner","Stratosphere Casino"," ","Las Vegas","NV","&","The Strip",TRUE,159,3,"FALSE","TRUE","TRUE",-115.155205875635,36.1477095178536
"91","4Bjn6QdaJIvsmcspcucOkA","Jack In the Box","1591 S Main St","Downtown","Las Vegas","NV","89104","Downtown",TRUE,8,3.5,"FALSE","TRUE","FALSE",-115.153815,36.1523679
"92","1rjOg5oc2Mic0ssqj2ex7A","El Ausente","2536 Fremont St","Downtown","Las Vegas","NV","89104","Downtown",TRUE,11,4.5,"FALSE","TRUE","TRUE",-115.115242,36.157276
"93","dH3rJa4JSxmlyAwg8kPLOQ","Denny's","1826 Las Vegas Blvd S","The Strip","Las Vegas","NV","89104","The Strip",TRUE,28,3,"FALSE","TRUE","TRUE",-115.1538735,36.1493938
"94","q0aoi6vsi9TBU5-k3FfOOw","Boston Pizza","1507 Las Vegas Blvd S","Downtown","Las Vegas","NV","89104","Downtown",TRUE,85,3.5,"TRUE","TRUE","FALSE",-115.1509664,36.1530812
"95","cJTgJTzEWg5ErWnvaHsUBA","Florida Cafe Cuban Bar & Grill","Howard Johnson Hotel/ Parquin & Restaurant","1401 Las Vegas Blvd S","Las Vegas","NV","89104","Downtown",TRUE,158,3.5,"FALSE","TRUE","TRUE",-115.149618,36.155323
"96","H5f7zLtinbyFLIKFGs5p9g","Pizza Hut","1840 E. Charleston Blvd.","Downtown","Las Vegas","NV","89104","Downtown",TRUE,3,3.5,"TRUE","TRUE","Unknown",-115.124292,36.1588428
"97","DqzyOJTJXu0Iwi8og5DJDA","Ocha Cuisine","1201 Las Vegas Blvd S","Downtown","Las Vegas","NV","89104","Downtown",TRUE,119,4,"TRUE","TRUE","TRUE",-115.148335,36.156773
"98","NEXdqFaG_i5n5tuPs6y12g","McDonald's","2050 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,4,1,"FALSE","TRUE","FALSE",-115.119375,36.1584618
"99","9oFB8IPpsRkhlE8WrDMV-Q","Chinatown Cuisine","2000 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,4,4.5,"Unknown","TRUE","TRUE",-115.1212644,36.1588445
"100","CR9F3ZctIiJqawDaa1w3IA","Esmeralda's Cafe","1000 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,22,3.5,"FALSE","TRUE","TRUE",-115.140667,36.158279
"101","KHsTmXPujzm6-VrnyhT0dw","Rincon Criollo","1145 Las Vegas Blvd S","Downtown","Las Vegas","NV","89104","Downtown",FALSE,68,3.5,"FALSE","TRUE","TRUE",-115.1483131,36.157345
"102","4UskRuHsAnhF2Gzf0L1zpw","Tortas El Rey","1900 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,4,4.5,"FALSE","TRUE","FALSE",-115.123067,36.158472
"103","xNyTjXh2FRuT4Z8Ncj9WhA","PT's","2280 S Nellis Blvd","Sunrise","Las Vegas","NV","89104","Sunrise",TRUE,3,1.5,"FALSE","TRUE","TRUE",-115.0653489,36.147189
"104","c8eY_s8VO4qjAhOXo3Ua2g","Italian American Club Restaurant","2333 E Sahara Ave","Downtown","Las Vegas","NV","89104","Downtown",TRUE,38,4.5,"FALSE","TRUE","TRUE",-115.1163131,36.1455103
"105","iBzcMrnbZTBe8aYPgK3_Pg","El Pollo Loco","4011 E Charleston Blvd","Sunrise","Las Vegas","NV","89104","Sunrise",TRUE,4,3.5,"FALSE","TRUE","FALSE",-115.0877703,36.1588157
"106","0aV8mzabKSFylfi0NQGqlQ","Los Tacos","1710 E Charleston Blvd","Downtown","Las Vegas","NV","89104","Downtown",TRUE,155,4,"FALSE","TRUE","FALSE",-115.1275613,36.1584563
"107","6S8VwQ22xdj7rOX00SceJg","Cafe Heidelberg German Market & Restaurant","610 E Sahara Ave","Ste 2","Las Vegas","NV","89104","Downtown",FALSE,41,3.5,"FALSE","TRUE","TRUE",-115.1464168,36.1439863
"108","KwLfgeylp9d8zY3KacREiw","Komol Restaurant","953 E Sahara Ave","Ste E-10 & E -12","Las Vegas","NV","89104","Eastside",TRUE,468,4,"FALSE","TRUE","TRUE",-115.142526297451,36.1425239406037
"109","DNpz7hPQtIpzInSQIWmVTw","Tony Roma's","620 E Sahara Ave","Downtown","Las Vegas","NV","89104","Downtown",FALSE,23,3,"FALSE","TRUE","TRUE",-115.14569083294,36.144308216575
"110","e15ZAv4Tcgkae-ZfCf3SXw","Elephant BBQ Restaurant","953 E Sahara Ave","Eastside","Las Vegas","NV","89104","Eastside",TRUE,10,4,"FALSE","TRUE","TRUE",-115.1423943,36.1421289
"111","6jdKnIjJ9n5knZoSj7qtDw","Taco Bell","2440 S Maryland Pkwy","Downtown","Las Vegas","NV","89104","Downtown",TRUE,5,2.5,"FALSE","TRUE","FALSE",-115.136886,36.144553
"112","qeOrjo2GlITleeZiW8y-fw","KFC","2406 S Maryland Pkwy","Downtown","Las Vegas","NV","89101","Downtown",TRUE,5,1.5,"FALSE","TRUE","Unknown",-115.1369445,36.1442526
"113","QXUI3ZEnPw0j55qjwjiOnA","Tokyo Japanese Restaurant","953 E Sahara Ave","Ste E14","Las Vegas","NV","89104","Eastside",FALSE,131,4,"FALSE","TRUE","TRUE",-115.1405587,36.1429063
"114","-5biAn5qQYk3X5NYlA98pw","Birrieria Jalisco","953 E Sahara Ave","Ste E8","Las Vegas","NV","89104","Eastside",FALSE,6,3,"Unknown","TRUE","TRUE",-115.1423943,36.1421289
"115","YkRwenPlQRloPFOX5l-iEA","Sahara Korean Restaurant","953 E Sahara Ave","Ste E18","Las Vegas","NV","89104","Eastside",TRUE,6,4.5,"Unknown","TRUE","TRUE",-115.1405587,36.1429063
"116","SdVDnb279GGs2qAUSVz05A","Pinoy Pinay Filipino Restaurant","1217 E Sahara Ave","Downtown","Las Vegas","NV","89104","Downtown",TRUE,97,3.5,"FALSE","TRUE","FALSE",-115.1365689,36.144149
"117","KdJJFvYI9w5xF0EVYPbXMA","Broadway Pizzeria","840 S Rancho Dr","Downtown","Las Vegas","NV","89106","Downtown",TRUE,143,4,"TRUE","TRUE","TRUE",-115.1732582,36.161671
"118","3yngAIX96guuZeZ3wbpGdQ","Lacabana","526 S Martin L King Blvd","Downtown","Las Vegas","NV","89106","Downtown",TRUE,19,3.5,"TRUE","TRUE","TRUE",-115.160885,36.1656948
"119","S3EALtejgXNU4rfui6IriQ","Quiznos","901 S Rancho Dr","Downtown","Las Vegas","NV","89106","Downtown",TRUE,4,3.5,"FALSE","TRUE","FALSE",-115.172372,36.160499
"120","nVPe8vSrvGStsupNliN9nA","Italia Express","755 S Grand Central Pkwy","Downtown","Las Vegas","NV","89106","Downtown",TRUE,6,3,"Unknown","Unknown","Unknown",-115.1557538,36.1652351
"121","0w46K_07XbKvCMe8qV6Qow","China Pantry","755 S Grand Central Parkway","Downtown","Las Vegas","NV","89106","Downtown",TRUE,7,1.5,"FALSE","TRUE","FALSE",-115.1557538,36.1652351
"122","sFHj_WK6rzEeGcJxtvxrRQ","Jack in the Box","1480 W Lake Mead Blvd"," ","Las Vegas","NV","89106","Unknown",TRUE,7,2,"FALSE","TRUE","FALSE",-115.1606081,36.1959429
"123","CNdV0G_B5bKSpDrQa55rhA","Pat's Chinese Food and Minimart","1451 W Owens Ave"," ","Las Vegas","NV","89106","Unknown",TRUE,3,2.5,"Unknown","TRUE","Unknown",-115.160418,36.188135
"124","BxmtmGLXI3EEjhVSYiuK0w","Popeye's","2421 W Bonanza Rd"," ","Las Vegas","NV","89106","Unknown",TRUE,16,2.5,"FALSE","TRUE","FALSE",-115.1744417,36.1769889
"125","lDxRfwppdtRPixGb94M4LA","Seven Seas Restaurant & Lounge","808 W Lake Mead Blvd"," ","Las Vegas","NV","89106","Unknown",TRUE,9,4,"TRUE","TRUE","TRUE",-115.1523207,36.1958369
"126","X4B9b-0zEClDIiN0AyCdcQ","Churchs Chicken","601 N Rancho Dr"," ","Las Vegas","NV","89106","Unknown",TRUE,5,4.5,"FALSE","TRUE","Unknown",-115.176519,36.177463
